customer_id,active_subscription_value,failed_subscriptions,is_dc,total_subscription_value,total_committed_value,max_dpd_master,avg_dpd,avg_dpd_recent,n_payments_da,paid_only_first_payments,n_orders_declined_last_month,total_value_last_month,tot_value_cancelled_orders,tot_value_not_cancelled_orders,defaulted_amount,max_delay_for_dc,total_outstanding_amount,revenue_vs_debt,total_revenue_paid,time_before_failed_,outstanding_dc_assets,outstanding_value,amount_percent,has_outstanding_assets,failed_percent,default_percent
208430,0.0,16,True,165.5,1986.0,254,82,82,0,0,0.0,0.0,54.9,1203.8,492.4,-4.08,492.4,1960.16,545.84,10.94,4.0,2998.4,0.15,1,0.4,1
81217,0.0,0,False,79.8,79.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-54.8,54.8,-1.0,-1.0,-1.0,1.02,0,0.0,-1
112288,0.0,0,False,99.8,99.8,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-176.22,176.22,-1.0,-1.0,-1.0,1.01,0,0.0,-1
395110,67.8,0,False,82.7,992.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-610.2,610.2,-1.0,-1.0,-1.0,1.0,0,0.0,-1
476509,0.0,3,True,79.9,958.8,196,124,124,0,1,0.0,0.0,0.0,79.9,254.7,-3.93,254.7,1391.01,7.99,1.06,1.0,1653.7,0.0,1,0.75,1
207709,19.9,0,False,39.8,477.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-378.1,378.1,-1.0,-1.0,-1.0,1.0,0,0.0,-1
261616,34.8,0,False,184.7,2216.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-686.82,686.82,-1.0,-1.0,-1.0,1.0,0,0.0,-1
340736,67.8,0,False,67.8,813.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-429.7,429.7,-1.0,-1.0,-1.0,1.0,0,0.0,-1
334338,49.8,0,False,49.8,777.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-572.7,572.7,-1.0,-1.0,-1.0,1.0,0,0.0,-1
412888,0.0,3,True,34.8,417.6,159,46,3,0,0,0.0,0.0,0.0,34.8,54.7,-3.33,54.7,248.5,79.5,5.0,1.0,382.7,0.17,1,0.33,1
40324,0.0,0,False,29.9,29.9,0,2,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-367.75,368.75,-1.0,-1.0,0.0,1.0,0,0.0,-1
516095,14.9,0,False,14.9,178.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-90.89,90.89,-1.0,-1.0,-1.0,1.01,0,0.0,-1
495833,82.7,0,False,82.7,992.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-375.61,375.61,-1.0,-1.0,-1.0,1.0,0,0.0,-1
424608,19.9,0,False,19.9,298.5,0,27,27,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,10.0,-187.2,197.2,3.03,-1.0,9.0,0.96,0,0.0,-1
150658,0.0,9,True,114.6,1375.2,440,123,123,0,0,0.0,0.0,24.9,568.9,314.1,-2.29,314.1,1410.9,428.1,8.42,3.0,2153.1,0.17,1,0.31,1
35885,0.0,0,False,39.9,39.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-39.9,39.9,-1.0,-1.0,-1.0,1.03,0,0.0,-1
120926,0.0,0,False,19.9,119.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-478.6,478.6,-1.0,-1.0,-1.0,1.0,0,0.0,-1
210123,26.8,0,False,26.8,321.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-299.85,299.85,-1.0,-1.0,-1.0,1.0,0,0.0,-1
90530,0.0,0,False,94.9,94.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-199.9,199.9,-1.0,-1.0,-1.0,1.01,0,0.0,-1
51590,0.0,0,False,75.9,75.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-80.85,80.85,-1.0,-1.0,-1.0,1.01,0,0.0,-1
60959,0.0,0,False,129.9,129.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-129.9,129.9,-1.0,-1.0,-1.0,1.01,0,0.0,-1
91849,102.5,4,False,102.5,1529.4,11,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,89.6,-427.6,517.2,-1.0,-1.0,88.6,0.85,0,0.12,-1
256399,379.1,11,False,429.0,5148.0,49,4,4,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,503.9,-942.13,1446.03,14.06,-1.0,502.9,0.74,0,0.19,-1
481012,105.6,0,False,105.6,698.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-690.2,690.2,-1.0,-1.0,-1.0,1.0,0,0.0,-1
246590,0.0,0,False,39.9,119.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-535.72,535.72,-1.0,-1.0,-1.0,1.0,0,0.0,-1
233455,0.0,18,True,509.3,6111.6,131,18,18,0,0,0.0,0.0,0.0,609.2,1123.2,-3.27,1123.2,4249.5,4392.5,13.29,6.0,9765.2,0.31,1,0.18,1
523471,0.0,0,False,49.8,777.0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
576881,27.9,0,False,27.9,334.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-90.67,90.67,-1.0,-1.0,-1.0,1.01,0,0.0,-1
207835,39.9,3,False,89.8,1077.6,212,38,38,0,0,2.0,114.8,0.0,284.4,0.0,0.0,178.5,-1074.9,1253.4,4.23,-1.0,177.5,0.88,0,0.09,1
27230,0.0,0,False,89.9,539.4,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
25050,0.0,0,True,94.9,284.7,0,125,63,6,0,0.0,0.0,0.0,94.9,85.0,8.73,0.0,-163.76,163.76,8.03,1.0,0.0,1.0,1,0.0,0
321190,0.0,3,True,89.9,1078.8,351,240,240,0,1,0.0,0.0,0.0,89.9,284.7,-3.64,284.7,1374.05,44.95,1.06,1.0,1703.7,0.03,1,0.75,1
128008,0.0,0,True,22.9,274.8,0,152,152,3,0,0.0,0.0,0.0,57.8,83.7,5.26,0.0,-106.6,106.6,1.06,0.0,0.0,1.0,0,0.0,0
19784,0.0,0,True,44.9,134.7,0,80,0,4,0,0.0,0.0,0.0,44.9,179.6,4.65,0.0,-446.26,446.26,6.03,0.0,0.0,1.0,0,0.0,0
359015,157.7,0,False,157.7,1743.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1444.2,1444.2,-1.0,-1.0,-1.0,1.0,0,0.0,-1
159095,0.0,0,True,103.4,1282.8,0,54,54,8,0,0.0,12.9,37.8,146.3,161.2,3.78,0.0,-629.6,629.6,6.68,0.0,0.0,1.0,0,0.0,0
429025,0.0,0,False,7.9,94.8,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
29234,0.0,1,False,39.9,39.9,421,37,19,0,0,0.0,0.0,0.0,39.9,0.0,0.0,79.7,-942.9,1022.6,12.0,-1.0,78.7,0.93,0,0.04,-1
71930,0.0,2,False,64.8,64.8,595,63,50,0,0,0.0,0.0,0.0,64.8,0.0,0.0,74.8,-909.08,983.88,6.32,-1.0,73.8,0.93,0,0.08,-1
290223,0.0,0,False,12.9,12.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-3.97,3.97,-1.0,-1.0,-1.0,1.34,0,0.0,-1
26239,0.0,0,False,14.9,14.9,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-29.8,29.8,-1.0,-1.0,-1.0,1.03,0,0.0,-1
549614,94.7,1,False,94.7,1136.4,2,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,14.9,-272.78,287.68,12.0,-1.0,13.9,0.95,0,0.07,-1
477709,0.0,3,True,44.9,538.8,193,122,122,0,1,0.0,0.0,0.0,44.9,144.7,-3.9,144.7,730.09,44.9,1.13,1.0,919.69,0.05,1,0.75,1
316901,62.8,0,False,62.8,753.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-457.3,457.3,-1.0,-1.0,-1.0,1.0,0,0.0,-1
259755,32.8,0,False,32.8,393.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-396.1,396.1,-1.0,-1.0,-1.0,1.0,0,0.0,-1
97349,59.9,28,True,523.8,6285.6,710,437,148,0,0,33.0,3971.46,34.9,4513.66,1442.2,-3.84,1442.2,7020.02,827.67,1.03,9.0,9289.89,0.08,1,0.65,1
292362,0.0,0,False,63.7,764.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
295771,0.0,0,False,79.9,958.8,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
84068,142.6,5,False,382.1,4565.7,37,19,19,0,0,0.0,69.9,69.9,379.1,0.0,0.0,283.1,-3195.41,3478.51,9.71,-1.0,282.1,0.92,0,0.05,-1
456552,22.9,0,False,22.9,68.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-185.49,185.49,-1.0,-1.0,-1.0,1.01,0,0.0,-1
60926,0.0,0,True,74.9,224.7,0,171,0,1,1,-1.0,-1.0,-1.0,-1.0,57.38,4.91,0.0,-57.38,57.38,0.0,0.0,0.0,1.0,0,0.0,0
256877,92.7,0,False,92.7,1112.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-607.9,607.9,-1.0,-1.0,-1.0,1.0,0,0.0,-1
533352,0.0,3,True,39.9,478.8,144,85,85,0,1,0.0,0.0,0.0,39.9,129.7,-3.26,129.7,735.27,3.99,1.06,1.0,868.96,0.0,1,0.75,1
55793,0.0,1,False,64.9,194.7,853,131,0,0,0,0.0,0.0,0.0,139.8,0.0,0.0,74.9,-289.98,364.88,6.1,-1.0,73.9,0.83,0,0.14,1
530015,0.0,0,False,7.9,94.8,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
462754,0.0,0,False,14.9,178.8,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
150605,0.0,1,False,72.7,872.4,308,15,15,0,0,0.0,0.0,0.0,292.9,0.0,0.0,12.9,-540.6,553.5,6.0,-1.0,11.9,0.98,0,0.04,-1
69774,0.0,0,True,84.9,254.7,0,99,0,7,0,0.0,0.0,0.0,84.9,464.5,0.97,135.16,-643.47,778.63,2.32,0.0,135.16,0.85,0,0.0,1
435382,59.9,0,False,59.9,718.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-539.1,539.1,-1.0,-1.0,-1.0,1.0,0,0.0,-1
473481,34.9,0,False,34.9,209.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-247.79,247.79,-1.0,-1.0,-1.0,1.0,0,0.0,-1
14945,0.0,0,False,39.89,109.69,0,8,0,1,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-327.78,327.78,10.81,0.0,-1.0,1.0,0,0.0,-1
258998,0.0,0,False,169.6,219.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
469524,34.9,0,False,34.9,209.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-247.79,247.79,-1.0,-1.0,-1.0,1.0,0,0.0,-1
60519,0.0,3,True,84.9,254.7,1018,654,0,0,1,0.0,0.0,0.0,84.9,149.28,-1.19,149.28,878.0,0.0,0.0,2.0,1027.28,0.0,1,1.0,1
463232,9.9,2,False,9.9,118.8,46,29,29,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,39.9,-29.4,69.3,3.06,-1.0,38.9,0.64,0,0.25,-1
127549,0.0,13,True,199.6,2395.2,711,509,186,0,1,1.0,359.2,149.7,309.3,713.7,-3.72,713.7,2984.28,151.72,1.16,4.0,3849.7,0.04,1,0.76,1
126911,232.6,0,False,232.6,2791.2,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-3967.86,3967.86,-1.0,-1.0,-1.0,1.0,0,0.0,-1
344077,32.9,0,False,82.8,993.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1121.1,1121.1,-1.0,-1.0,-1.0,1.0,0,0.0,-1
260900,0.0,0,False,22.9,274.8,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-217.55,217.55,-1.0,-1.0,-1.0,1.0,0,0.0,-1
296789,154.8,0,False,154.8,962.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-790.87,790.87,-1.0,-1.0,-1.0,1.0,0,0.0,-1
533241,0.0,0,False,49.9,598.8,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
48828,0.0,4,True,69.8,568.5,502,304,304,0,1,0.0,0.0,29.9,175.3,169.6,-4.75,169.6,809.1,39.9,18.16,1.0,1018.6,0.04,1,0.67,1
120156,0.0,1,False,89.8,1077.6,279,13,13,0,0,0.0,0.0,0.0,184.5,0.0,0.0,19.9,-1212.5,1232.4,10.16,-1.0,18.9,0.98,0,0.04,-1
375332,0.0,0,True,17.9,214.8,0,31,31,3,0,-1.0,-1.0,-1.0,-1.0,0.0,0.04,0.0,-76.6,76.6,2.06,0.0,0.0,1.0,0,0.0,0
115863,49.8,0,False,49.8,597.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-547.3,547.3,-1.0,-1.0,-1.0,1.0,0,0.0,-1
551835,49.9,0,False,49.9,149.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-249.5,249.5,-1.0,-1.0,-1.0,1.0,0,0.0,-1
226302,9.9,0,False,9.9,118.8,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-183.2,183.2,-1.0,-1.0,-1.0,1.01,0,0.0,-1
298451,0.0,0,False,49.9,49.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-24.95,24.95,-1.0,-1.0,-1.0,1.04,0,0.0,-1
136877,34.9,1,False,74.8,897.6,3,4,4,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,34.9,-453.7,488.6,-1.0,-1.0,33.9,0.94,0,0.06,-1
161578,0.0,15,True,362.3,3199.3,460,180,180,0,0,0.0,0.0,0.0,512.1,963.5,-3.18,963.5,3932.66,888.34,7.13,5.0,5784.5,0.13,1,0.38,1
223386,0.0,3,True,79.9,958.8,528,373,373,0,1,0.0,0.0,0.0,79.9,269.7,-3.45,269.7,1319.0,0.0,1.06,1.0,1588.7,0.0,1,0.75,1
421793,221.3,0,False,221.3,2805.9,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1448.49,1448.49,-1.0,-1.0,-1.0,1.0,0,0.0,-1
173945,0.0,0,False,109.8,109.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-42.47,42.47,-1.0,-1.0,-1.0,1.02,0,0.0,-1
517751,30.8,0,False,38.7,464.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-74.88,74.88,-1.0,-1.0,-1.0,1.01,0,0.0,-1
31241,0.0,3,True,176.7,685.0,306,58,57,0,0,0.0,0.0,0.0,336.4,109.7,-3.33,109.7,-225.25,650.25,20.68,1.0,534.7,0.55,1,0.15,1
507939,39.9,0,False,39.9,239.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-279.3,279.3,-1.0,-1.0,-1.0,1.0,0,0.0,-1
59697,0.0,0,False,89.9,89.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-89.9,89.9,-1.0,-1.0,-1.0,1.01,0,0.0,-1
3294,0.0,0,False,44.9,44.9,0,9,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-987.9,987.9,-1.0,-1.0,-1.0,1.0,0,0.0,-1
74389,0.0,1,False,89.9,269.7,289,44,44,0,0,0.0,0.0,0.0,229.8,0.0,0.0,99.9,-439.5,539.4,6.0,-1.0,98.9,0.85,0,0.14,1
420913,0.0,0,False,29.9,358.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-188.37,188.37,-1.0,-1.0,-1.0,1.01,0,0.0,-1
165273,69.9,0,False,139.8,1677.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1467.9,1467.9,-1.0,-1.0,-1.0,1.0,0,0.0,-1
495737,0.0,1,False,49.9,149.7,148,49,49,0,0,0.0,0.0,0.0,49.9,0.0,0.0,49.9,-4.99,54.89,2.06,-1.0,48.9,0.53,0,0.33,1
278458,19.9,0,False,19.9,238.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-298.5,298.5,-1.0,-1.0,-1.0,1.0,0,0.0,-1
226108,24.9,0,False,24.9,174.3,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-483.1,483.1,-1.0,-1.0,-1.0,1.0,0,0.0,-1
492412,0.0,3,True,79.9,958.8,182,113,113,0,1,0.0,0.0,0.0,79.9,254.7,-3.49,254.7,1391.01,7.99,1.06,1.0,1653.7,0.0,1,0.75,1
345992,0.0,0,False,24.9,298.8,214,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
566224,0.0,0,False,44.9,134.7,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
407266,29.9,0,False,29.9,358.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-269.1,269.1,-1.0,-1.0,-1.0,1.0,0,0.0,-1
317939,0.0,0,False,59.9,718.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-688.85,688.85,-1.0,-1.0,-1.0,1.0,0,0.0,-1
435298,9.9,0,False,9.9,118.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-89.1,89.1,-1.0,-1.0,-1.0,1.01,0,0.0,-1
23896,0.0,0,False,119.8,299.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-607.59,607.59,-1.0,-1.0,-1.0,1.0,0,0.0,-1
55152,0.0,0,True,333.1,3068.9,0,31,31,11,0,0.0,128.5,342.7,378.0,1082.8,2.81,0.0,-3558.73,3558.73,18.19,0.0,0.0,1.0,0,0.0,0
142993,79.8,0,False,114.7,1525.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1330.82,1330.82,-1.0,-1.0,-1.0,1.0,0,0.0,-1
547585,19.9,0,False,19.9,238.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-119.4,119.4,-1.0,-1.0,-1.0,1.01,0,0.0,-1
161294,37.8,0,False,37.8,453.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-302.4,302.4,-1.0,-1.0,-1.0,1.0,0,0.0,-1
169461,199.7,0,False,209.6,1796.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-3505.6,3505.6,-1.0,-1.0,-1.0,1.0,0,0.0,-1
106309,0.0,6,True,49.8,323.7,620,350,350,0,0,0.0,0.0,0.0,254.5,174.4,-3.09,174.4,878.95,0.0,2.1,2.0,1053.35,0.0,1,0.6,1
56882,0.0,0,True,34.9,34.9,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,10.0,0.0,10.0,375.08,34.9,-1.0,2.0,419.98,0.08,1,0.0,1
479101,44.9,0,False,44.9,538.8,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-359.2,359.2,-1.0,-1.0,-1.0,1.0,0,0.0,-1
247795,54.8,0,False,54.8,837.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-605.69,605.69,-1.0,-1.0,-1.0,1.0,0,0.0,-1
369009,0.0,0,False,29.9,358.8,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
190333,0.0,21,True,353.1,4237.2,371,103,103,0,0,0.0,0.0,12.9,469.9,1123.9,-2.81,1123.9,3910.24,1965.76,8.23,6.0,6999.9,0.22,1,0.32,1
491930,0.0,3,True,79.9,958.8,183,114,114,0,1,0.0,0.0,0.0,79.9,254.7,-3.49,254.7,1411.01,7.99,1.03,1.0,1673.7,0.0,1,0.75,1
196285,0.0,0,True,24.9,298.8,0,312,312,3,0,0.0,0.0,0.0,49.8,89.7,0.45,0.0,-102.15,102.15,1.23,0.0,0.0,1.0,0,0.0,0
62661,24.9,0,True,124.89,398.79,0,52,27,4,0,0.0,0.0,0.0,269.89,414.96,0.13,6.0,-2035.71,2041.71,1.06,0.0,6.0,1.0,0,0.0,0
305171,59.9,0,False,59.9,718.8,0,43,43,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-574.1,574.1,2.03,-1.0,-1.0,1.0,0,0.0,-1
264729,32.9,0,False,32.9,394.8,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,5.0,-521.4,526.4,-1.0,-1.0,4.0,0.99,0,0.0,-1
91566,0.0,4,True,59.9,59.9,726,340,79,0,0,0.0,0.0,0.0,299.5,259.6,-6.77,259.6,231.85,239.6,4.23,1.0,731.05,0.25,1,0.5,1
433672,69.9,11,True,149.6,1795.2,119,39,39,0,0,0.0,0.0,0.0,224.3,361.74,-3.78,361.74,-253.14,663.02,4.97,2.0,771.62,0.46,1,0.48,1
554114,69.9,0,False,177.6,2131.2,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-157.27,157.27,-1.0,-1.0,-1.0,1.01,0,0.0,-1
541981,32.9,0,False,32.9,197.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-197.4,197.4,-1.0,-1.0,-1.0,1.01,0,0.0,-1
265477,0.0,0,False,34.9,34.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-9.9,9.9,-1.0,-1.0,-1.0,1.11,0,0.0,-1
120696,0.0,4,True,59.9,718.8,731,548,127,0,1,2.0,269.6,0.0,329.5,274.6,-4.97,274.6,1149.0,0.0,1.13,1.0,1423.6,0.0,1,0.8,1
297026,159.9,1,False,159.9,1918.8,21,35,35,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,199.9,-1811.37,2011.27,4.06,-1.0,198.9,0.91,0,0.07,-1
164284,0.0,0,False,164.8,164.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-157.3,157.3,-1.0,-1.0,-1.0,1.01,0,0.0,-1
22745,0.0,0,False,14.9,14.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-14.9,14.9,-1.0,-1.0,-1.0,1.07,0,0.0,-1
226882,0.0,6,True,269.7,3236.4,510,329,329,0,1,0.0,0.0,0.0,529.4,549.4,-3.23,549.4,4467.0,0.0,1.42,3.0,5016.4,0.0,1,0.67,1
179777,0.0,2,False,32.9,32.9,577,283,283,0,0,0.0,0.0,0.0,32.9,0.0,0.0,70.8,23.93,46.87,2.19,-1.0,69.8,0.4,0,0.5,1
